NAME,B01001_001E,B01001_001M,B05012_003E,B05012_003M,B05002_021E,B05002_021M,B16003_001E,B16003_001M,B19013_001E,B19013_001M,B05002_022E,B05002_022M,B05002_023E,B05002_023M,B05002_024E,B05002_024M,B05002_025E,B05002_025M,B05002_026E,B05002_026M,B05002_027E,B05002_027M,state,county,tract,GEOID,foreign_born_rate_e,foreign_born_rate_m,non_cit_foreign_born_rate_e,non_cit_foreign_born_rate_m,europe_origin_rate_e,europe_origin_rate_m,asia_origin_rate_e,asia_origin_rate_m,africa_origin_rate_e,africa_origin_rate_m,oceania_origin_rate_e,oceania_origin_rate_m,latam_origin_rate_e,latam_origin_rate_m,noram_origin_rate_e,noram_origin_rate_m,limited_english_rate_e,limited_english_rate_m,foreign_born_rate_cv,non_cit_foreign_born_rate_cv,europe_origin_rate_cv,asia_origin_rate_cv,africa_origin_rate_cv,oceania_origin_rate_cv,latam_origin_rate_cv,noram_origin_rate_cv,limited_english_rate_cv
"Census Tract 217.01, Cape May County, New Jersey",2715.0,330.0,73.0,59.0,56.0,52.0,0.0,12.0,73411.0,12528.0,56.0,52.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,9,21701,34009021701,0.0268876611418047,0.0219754929327454,0.0206261510128913,0.019316239683227,0.0206261510128913,0.019316239683227,0.0,0.0044198895027624,0.0,0.0044198895027624,0.0,0.0044198895027624,0.0,0.0044198895027624,0.0,0.0044198895027624,0.0,0.0044198895027624,49.68435967223546,56.92964691702272,56.92964691702272,inf,inf,inf,inf,inf,inf
"Census Tract 217.02, Cape May County, New Jersey",2375.0,211.0,181.0,114.0,16.0,19.0,0.0,12.0,74840.0,15097.0,4.0,5.0,12.0,18.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,9,21702,34009021702,0.0762105263157894,0.0484751733081384,0.0067368421052631,0.0080223575392196,0.0016842105263157,0.0021105737950687,0.0050526315789473,0.0075922290690729,0.0,0.0050526315789473,0.0,0.0050526315789473,0.0,0.0050526315789473,0.0,0.0050526315789473,0.0,0.0050526315789473,38.66682449976617,72.3901943603596,76.17952527793872,91.34520789791364,inf,inf,inf,inf,inf
"Census Tract 218.05, Cape May County, New Jersey",4458.0,324.0,414.0,203.0,307.0,205.0,0.0,12.0,80889.0,15308.0,12.0,19.0,112.0,139.0,30.0,51.0,0.0,12.0,153.0,172.0,0.0,12.0,34,9,21805,34009021805,0.0928667563930013,0.0460335982483251,0.0688649618663077,0.0462563167868948,0.0026917900403768,0.004266488559259,0.0251233737101839,0.031233319496693,0.0067294751009421,0.0114505576130785,0.0,0.0026917900403768,0.0343203230148048,0.0386628693896911,0.0,0.0026917900403768,0.0,0.0026917900403768,30.13344213779623,40.83258125718589,96.3526139674618,75.57432605094314,103.437863909026,inf,68.48205961389954,inf,inf
"Census Tract 218.06, Cape May County, New Jersey",2546.0,379.0,43.0,31.0,10.0,15.0,0.0,12.0,62926.0,10826.0,10.0,15.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,9,21806,34009021806,0.0168892380204241,0.012432819420358,0.0039277297721916,0.0059205358616906,0.0039277297721916,0.0059205358616906,0.0,0.00471327572663,0.0,0.00471327572663,0.0,0.00471327572663,0.0,0.00471327572663,0.0,0.00471327572663,0.0,0.00471327572663,44.75006466986852,91.6333392332179,91.6333392332179,inf,inf,inf,inf,inf,inf
"Census Tract 221.01, Cape May County, New Jersey",1670.0,247.0,33.0,46.0,33.0,46.0,48.0,75.0,59173.0,6283.0,4.0,6.0,0.0,12.0,0.0,12.0,0.0,12.0,29.0,45.0,0.0,12.0,34,9,22101,34009022101,0.0197604790419161,0.0276995307669836,0.0197604790419161,0.0276995307669836,0.0023952095808383,0.0036102377127794,0.0,0.0071856287425149,0.0,0.0071856287425149,0.0,0.0071856287425149,0.0173652694610778,0.0270682356918887,0.0,0.0071856287425149,0.0287425149700598,0.0451109345215983,85.213625091393,85.213625091393,91.62761368300396,inf,inf,inf,94.75726570685296,inf,95.40939798767644
"Census Tract 8008, Monmouth County, New Jersey",6266.0,289.0,589.0,211.0,362.0,190.0,239.0,180.0,106356.0,15525.0,29.0,38.0,333.0,199.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,34,25,800800,34025800800,0.0939993616342164,0.0339517369819016,0.0577721034152569,0.0304392229350124,0.0046281519310564,0.0060682304847802,0.0531439514842004,0.0318531439624814,0.0,0.0027130545802744,0.0,0.0027130545802744,0.0,0.0027130545802744,0.0,0.0027130545802744,0.0381423555697414,0.0287802762355133,21.95690846146894,32.02944984983592,79.70554914083054,36.436156533842464,inf,inf,inf,inf,45.86924009404099
"Census Tract 8015, Monmouth County, New Jersey",6405.0,293.0,735.0,242.0,132.0,110.0,42.0,68.0,152557.0,23955.0,74.0,62.0,42.0,68.0,10.0,15.0,0.0,17.0,6.0,12.0,0.0,17.0,34,25,801500,34025801500,0.1147540983606557,0.038145914905881,0.0206088992974238,0.0171999396333001,0.0115534738485558,0.009694355258757,0.0065573770491803,0.0106209426244904,0.0015612802498048,0.0023430091935754,0.0,0.0026541764246682,0.0009367681498829,0.0018740263180744,0.0,0.0026541764246682,0.0065573770491803,0.0106209426244904,20.20756239043632,50.7348316069298,51.00825222405236,98.46162615409035,91.22780477112794,inf,121.61234617291734,inf,98.46162615409035
"Census Tract 8016, Monmouth County, New Jersey",5564.0,394.0,438.0,260.0,140.0,125.0,65.0,68.0,69654.0,15812.0,19.0,34.0,38.0,46.0,0.0,17.0,0.0,17.0,83.0,96.0,0.0,17.0,34,25,801600,34025801600,0.0787203450754852,0.0470602854243229,0.0251617541337167,0.0225363968362502,0.0034148094895758,0.0061154942674471,0.0068296189791516,0.0082815666648436,0.0,0.0030553558590941,0.0,0.0030553558590941,0.0149173256649892,0.017286079999315,0.0,0.0030553558590941,0.0116822429906542,0.0122493889168211,36.341400966111934,54.447465044245135,108.86773349568328,73.71402483313081,inf,inf,70.4432922812385,inf,63.74150098965921
"Census Tract 8029, Monmouth County, New Jersey",2071.0,144.0,166.0,68.0,58.0,51.0,8.0,12.0,122216.0,8419.0,9.0,14.0,18.0,19.0,31.0,47.0,0.0,12.0,0.0,12.0,0.0,12.0,34,25,802900,34025802900,0.0801545147271849,0.0333040216819999,0.0280057943022694,0.024702655761952,0.0043457267020762,0.0067667691765639,0.0086914534041525,0.0091941946445129,0.0149686141960405,0.0227182040515276,0.0,0.005794302269435,0.0,0.005794302269435,0.0,0.005794302269435,0.0038628681796233,0.0058005241305415,25.258222764647087,53.620375309718696,94.65706831924268,64.30657584865342,92.26277201826406,inf,inf,inf,91.28332427318752
"Census Tract 8046, Monmouth County, New Jersey",2723.0,178.0,210.0,74.0,24.0,18.0,17.0,18.0,153214.0,31466.0,12.0,13.0,0.0,12.0,5.0,8.0,0.0,12.0,7.0,10.0,0.0,12.0,34,25,804600,34025804600,0.0771208226221079,0.0276395532491367,0.0088138082996694,0.0066354170060842,0.0044069041498347,0.004782829595107,0.0,0.0044069041498347,0.0018362100624311,0.0029403870585737,0.0,0.0044069041498347,0.0025706940874035,0.0036762628206904,0.0,0.0044069041498347,0.0062431142122658,0.0066229419771324,21.786800838731917,45.765553463949566,65.97591179066148,inf,97.34558006682592,inf,86.9341177658704,inf,64.48872162965002
"Census Tract 8080.02, Monmouth County, New Jersey",2218.0,169.0,229.0,103.0,88.0,56.0,0.0,12.0,105764.0,21702.0,46.0,56.0,6.0,9.0,10.0,15.0,0.0,12.0,26.0,25.0,0.0,12.0,34,25,808002,34025808002,0.1032461677186654,0.0470998543151099,0.0396753832281334,0.0254283093966656,0.0207394048692515,0.0252973751015375,0.0027051397655545,0.0040629413009507,0.0045085662759242,0.0067715688349178,0.0,0.0054102795311091,0.011722272317403,0.0113067490792239,0.0,0.0054102795311091,0.0,0.0054102795311091,27.7319060991794,38.96103222009139,74.15036074429796,91.3029767528744,91.3029767528744,inf,58.63542075688275,inf,inf
"Census Tract 8083, Monmouth County, New Jersey",1789.0,172.0,134.0,64.0,54.0,51.0,9.0,12.0,92813.0,9720.0,10.0,11.0,0.0,12.0,0.0,12.0,0.0,12.0,44.0,50.0,0.0,12.0,34,25,808300,34025808300,0.0749021799888205,0.0364917902023803,0.0301844605925097,0.0286548765343222,0.0055897149245388,0.0061721274170567,0.0,0.0067076579094466,0.0,0.0067076579094466,0.0,0.0067076579094466,0.0245947456679709,0.0280484264726404,0.0,0.0067076579094466,0.0050307434320849,0.0067250734204496,29.616573366628185,57.709753596648106,67.12423069370496,inf,inf,inf,69.32665786067105,inf,81.26414285163402
"Census Tract 8097.01, Monmouth County, New Jersey",5310.0,286.0,1011.0,128.0,169.0,91.0,50.0,61.0,159808.0,15873.0,13.0,18.0,123.0,77.0,0.0,17.0,0.0,17.0,33.0,53.0,0.0,17.0,34,25,809701,34025809701,0.1903954802259887,0.0261960808710227,0.0318267419962335,0.0172229965707601,0.0024482109227871,0.0033923942161924,0.0231638418079096,0.0145545134546349,0.0,0.003201506591337,0.0,0.003201506591337,0.0062146892655367,0.009986778714132,0.0,0.003201506591337,0.0094161958568738,0.0114989486138706,8.363995407666472,32.89657084971007,84.23480611635105,38.19629151857645,inf,inf,97.68774978730988,inf,74.23637342207073
"Census Tract 8099.02, Monmouth County, New Jersey",4658.0,236.0,424.0,140.0,123.0,81.0,24.0,38.0,161316.0,32192.0,98.0,75.0,0.0,12.0,12.0,19.0,0.0,12.0,13.0,19.0,0.0,12.0,34,25,809902,34025809902,0.0910261914984972,0.0304075930824477,0.0264061829111206,0.0174408276325783,0.0210390725633319,0.0161365771674741,0.0,0.0025762129669386,0.0025762129669386,0.0040810916855866,0.0,0.0025762129669386,0.0027908973808501,0.0040814540457529,0.0,0.0025762129669386,0.0051524259338772,0.0081621833711732,20.30718709899089,40.150925501050295,46.62500865088669,inf,96.30053227691222,inf,88.90069181724259,inf,96.30053227691222
"Census Tract 8100.02, Monmouth County, New Jersey",3635.0,375.0,753.0,277.0,83.0,74.0,191.0,125.0,38447.0,21294.0,63.0,67.0,0.0,12.0,0.0,12.0,0.0,12.0,20.0,32.0,0.0,12.0,34,25,810002,34025810002,0.2071526822558459,0.0791434713637692,0.0228335625859697,0.0204934646185025,0.017331499312242,0.0185184301737756,0.0,0.0033012379642365,0.0,0.0033012379642365,0.0,0.0033012379642365,0.0055020632737276,0.0088215813407643,0.0,0.0033012379642365,0.052544704264099,0.0348125178803111,23.225155580902424,54.56018155656541,64.95343627314561,inf,inf,inf,97.46640782273066,inf,40.27546666717516
"Census Tract 8103, Monmouth County, New Jersey",2119.0,169.0,368.0,93.0,101.0,54.0,27.0,26.0,92667.0,17685.0,24.0,21.0,61.0,48.0,0.0,12.0,0.0,12.0,5.0,8.0,11.0,16.0,34,25,810300,34025810300,0.1736668239735724,0.0460223231571523,0.0476639924492685,0.0257656891078565,0.0113260972156677,0.0099514173402931,0.0287871637564889,0.0227682478380783,0.0,0.0056630486078338,0.0,0.0056630486078338,0.0023596035865974,0.0037800531280765,0.0051911278905143,0.0075620734831758,0.0127418593676262,0.0123119495392994,16.1096376982301,32.86135316714192,53.41198922006352,48.080041027343626,inf,inf,97.3851985215109,88.55503570516457,58.73921214404035
"Census Tract 8108, Monmouth County, New Jersey",3349.0,347.0,1146.0,300.0,877.0,287.0,280.0,180.0,47961.0,7880.0,66.0,84.0,0.0,12.0,0.0,12.0,0.0,12.0,811.0,285.0,0.0,12.0,34,25,810800,34025810800,0.3421916990146312,0.0963404742720096,0.2618692146909525,0.0898900271251665,0.0197073753359211,0.02516509422868,0.0,0.0035831591519856,0.0,0.0035831591519856,0.0,0.0035831591519856,0.2421618393550313,0.088721921449288,0.0,0.0035831591519856,0.0836070468796655,0.0544410265434923,17.114862231892094,20.867055126601315,77.62540349253885,inf,inf,inf,22.2720057367478,inf,39.583803277063815
"Census Tract 8112, Monmouth County, New Jersey",5852.0,401.0,951.0,275.0,378.0,184.0,143.0,231.0,91898.0,18074.0,139.0,113.0,32.0,30.0,0.0,17.0,0.0,17.0,207.0,146.0,0.0,17.0,34,25,811200,34025811200,0.1625085440874914,0.0482938544761951,0.0645933014354067,0.0317522520620649,0.0237525632262474,0.0193781120314136,0.0054682159945317,0.005140128070405,0.0,0.002904989747095,0.0,0.002904989747095,0.0353725222146274,0.0250662015453311,0.0,0.002904989747095,0.0244360902255639,0.0395091827639958,18.06549090189459,29.882790413020675,49.59467827418276,57.14291312312003,inf,inf,43.07810564682256,inf,98.28798330814016
"Census Tract 25, Middlesex County, New Jersey",6449.0,429.0,3312.0,495.0,1194.0,334.0,642.0,337.0,88654.0,14694.0,30.0,48.0,1114.0,333.0,0.0,17.0,0.0,17.0,50.0,72.0,0.0,17.0,34,23,2500,34023002500,0.5135679950379903,0.0840157380537782,0.1851449837184059,0.0532352702831454,0.0046518840130252,0.0074494445718628,0.1727399596836719,0.0528990594173406,0.0,0.0026360676073809,0.0,0.0026360676073809,0.0077531400217087,0.0111764281130939,0.0,0.0026360676073809,0.0995503178787408,0.0526741041435228,9.94481694471638,17.47920239780488,97.34846614780793,18.616122747372746,inf,inf,87.63134942412545,inf,32.16537393797675
"Census Tract 26.04, Middlesex County, New Jersey",5947.0,480.0,2024.0,445.0,375.0,218.0,501.0,473.0,91213.0,15095.0,20.0,38.0,327.0,222.0,0.0,17.0,0.0,17.0,8.0,20.0,20.0,33.0,34,23,2604,34023002604,0.3403396670590213,0.0797105233746672,0.0630570035311922,0.0370087686977839,0.0033630401883302,0.0063955392336225,0.0549857070791995,0.0375926364416597,0.0,0.0028585841600807,0.0,0.0028585841600807,0.0013452160753321,0.0033647924361013,0.0033630401883302,0.0055556513751914,0.0842441567176727,0.0798260230864046,14.237613156082812,35.678402828080465,115.60568942964449,41.56110331902822,inf,inf,152.05486791409442,100.4238867120476,57.60216458206365
"Census Tract 29.01, Middlesex County, New Jersey",3541.0,322.0,1214.0,320.0,775.0,283.0,55.0,50.0,84028.0,13639.0,52.0,49.0,302.0,204.0,171.0,194.0,0.0,12.0,234.0,131.0,16.0,25.0,34,23,2901,34023002901,0.3428410053657159,0.0955964515446615,0.2188647274781135,0.0823617658749054,0.0146851171985314,0.0139021835031892,0.0852866421914713,0.0581305211836965,0.0482914430951708,0.054962494247374,0.0,0.0033888731996611,0.0660830273933917,0.0374800717154117,0.0045184975995481,0.0070720988881652,0.0155323354984467,0.0141907705810599,16.95052327304279,22.876204566176305,57.54925389851909,41.43404164968486,69.18793157715267,inf,34.47819965819054,95.1455249353838,55.5396724261215
"Census Tract 30.01, Middlesex County, New Jersey",4068.0,302.0,842.0,213.0,145.0,71.0,219.0,174.0,69703.0,12920.0,7.0,12.0,27.0,32.0,0.0,12.0,0.0,12.0,111.0,62.0,0.0,12.0,34,23,3001,34023003001,0.2069813176007866,0.0545680052331637,0.0356440511307767,0.0176527486846177,0.0017207472959685,0.0029526172354291,0.0066371681415929,0.0078816901175046,0.0,0.0029498525073746,0.0,0.0029498525073746,0.0272861356932153,0.0153749308973887,0.0,0.0029498525073746,0.053834808259587,0.042959170951019,16.026586379838854,30.106438171690662,104.30956937668876,72.18893481483465,inf,inf,34.25352221614914,inf,48.50950227720512
"Census Tract 6.08, Middlesex County, New Jersey",1568.0,154.0,582.0,144.0,219.0,100.0,83.0,62.0,89479.0,25559.0,0.0,12.0,200.0,99.0,11.0,15.0,0.0,12.0,8.0,13.0,0.0,12.0,34,23,608,34023000608,0.3711734693877551,0.0988074851398376,0.1396683673469387,0.0652340674678598,0.0,0.0076530612244897,0.1275510204081632,0.0643685495830158,0.0070153061224489,0.0095911067562604,0.0,0.0076530612244897,0.0051020408163265,0.0083059454519049,0.0,0.0076530612244897,0.0529336734693877,0.0398811249036376,16.182552220021666,28.39294882502789,inf,30.677776822543716,83.11055757842752,inf,98.9644564482288,inf,45.80042029435952
"Census Tract 49, Middlesex County, New Jersey",4981.0,448.0,2561.0,441.0,1529.0,389.0,1387.0,393.0,39289.0,6333.0,15.0,22.0,24.0,26.0,0.0,12.0,0.0,12.0,1490.0,389.0,0.0,12.0,34,23,4900,34023004900,0.5141537843806464,0.0998859338009645,0.3069664725958643,0.0828333756047025,0.0030114434852439,0.0044250809201949,0.0048183095763902,0.0052377942477897,0.0,0.0024091547881951,0.0,0.0024091547881951,0.2991367195342301,0.0826013205766602,0.0,0.0024091547881951,0.2784581409355551,0.0827794330725878,11.809877559288427,16.403952913858845,89.32655750148332,66.0827080755839,inf,inf,16.78616012698006,inf,18.071600867567927
"Census Tract 57, Middlesex County, New Jersey",5473.0,520.0,2329.0,367.0,1431.0,376.0,1320.0,426.0,46750.0,14120.0,45.0,50.0,80.0,48.0,29.0,46.0,0.0,17.0,1277.0,377.0,0.0,17.0,34,23,5700,34023005700,0.4255435775625799,0.0783025577933034,0.2614653754796273,0.0730544569335843,0.0082221816188562,0.0091690972041434,0.0146172117668554,0.0088796073336134,0.0052987392654851,0.0084199610843585,0.0,0.0031061575004567,0.2333272428284304,0.0723630437860168,0.0,0.0031061575004567,0.2411839941531152,0.0811397404569348,11.185773113230686,16.985042143144188,67.79124484738577,36.92864052953386,96.59877793668196,inf,18.85321736882702,inf,20.45122038872637
"Census Tract 66.05, Middlesex County, New Jersey",4012.0,220.0,1131.0,200.0,360.0,145.0,197.0,87.0,128693.0,9180.0,28.0,30.0,254.0,128.0,33.0,50.0,0.0,12.0,45.0,40.0,0.0,12.0,34,23,6605,34023006605,0.2819042871385842,0.0521922230496508,0.0897308075772682,0.0364749794429252,0.0069790628115653,0.0074873541560638,0.0633100697906281,0.032092613085008,0.0082253240279162,0.012470771377554,0.0,0.0029910269192422,0.0112163509471585,0.0099890430390045,0.0,0.0029910269192422,0.0491026919242273,0.0218514709310229,11.254811159137722,24.71084389142452,65.21768318308307,30.815298972561152,92.16677676475403,inf,54.13852167846854,inf,27.052628755115148
"Census Tract 71.02, Middlesex County, New Jersey",5229.0,284.0,1347.0,203.0,275.0,93.0,150.0,105.0,94129.0,18719.0,54.0,41.0,135.0,65.0,0.0,17.0,0.0,17.0,77.0,84.0,9.0,14.0,34,23,7102,34023007102,0.2576018359150889,0.0412661136626783,0.0525913176515586,0.0180133353781467,0.0103270223752151,0.0078609228462198,0.0258175559380378,0.0125095120544667,0.0,0.0032510996366418,0.0,0.0032510996366418,0.0147255689424364,0.0160841538655952,0.0017211703958691,0.0026790076276465,0.0286861732644865,0.0201406733071605,9.73820054210957,20.82160391098747,46.27351746356394,29.45502129136842,inf,inf,66.39880042884592,94.62026940198577,42.68108641262117
"Census Tract 72.02, Middlesex County, New Jersey",4330.0,217.0,933.0,164.0,140.0,72.0,147.0,112.0,90337.0,7349.0,0.0,12.0,94.0,56.0,0.0,12.0,0.0,12.0,46.0,40.0,0.0,12.0,34,23,7202,34023007202,0.215473441108545,0.0393845940804977,0.0323325635103926,0.0167069384759998,0.0,0.002771362586605,0.0217090069284064,0.0129787055166106,0.0,0.002771362586605,0.0,0.002771362586605,0.0106235565819861,0.0092532045515602,0.0,0.002771362586605,0.0339491916859122,0.0259219458700679,11.111347346276863,31.411655927520265,inf,36.34339706843708,inf,inf,52.948824776339386,inf,46.41648599855024
"Census Tract 75, Middlesex County, New Jersey",3160.0,282.0,477.0,152.0,148.0,109.0,105.0,123.0,85924.0,23915.0,0.0,12.0,13.0,21.0,14.0,22.0,0.0,12.0,121.0,99.0,0.0,12.0,34,23,7500,34023007500,0.1509493670886076,0.0499519185931656,0.0468354430379746,0.0347459716120231,0.0,0.0037974683544303,0.0041139240506329,0.006655702745353,0.0044303797468354,0.0069732426757949,0.0,0.0037974683544303,0.0382911392405063,0.0315149185756265,0.0,0.0037974683544303,0.0332278481012658,0.0390368357296007,20.116618270778403,45.098689843914016,inf,98.3494069455962,95.68148873431198,inf,50.03247642441649,inf,71.4178033900931
"Census Tract 82.05, Middlesex County, New Jersey",3401.0,210.0,626.0,187.0,96.0,71.0,192.0,120.0,49531.0,9775.0,49.0,38.0,47.0,50.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,23,8205,34023008205,0.1840635107321376,0.0561461583363902,0.0282269920611584,0.020948843204957,0.0144075271978829,0.0112085442224383,0.0138194648632755,0.0147263011799073,0.0,0.0035283740076448,0.0,0.0035283740076448,0.0,0.0035283740076448,0.0,0.0035283740076448,0.0564539841223169,0.0354555127403507,18.543275149019987,45.11589142607576,47.29267278768431,64.7793446457541,inf,inf,inf,inf,38.178887674117526
"Census Tract 85.01, Middlesex County, New Jersey",5875.0,432.0,3113.0,410.0,1778.0,441.0,37.0,61.0,90593.0,8290.0,59.0,65.0,1416.0,444.0,159.0,142.0,0.0,17.0,94.0,66.0,50.0,62.0,34,23,8501,34023008501,0.5298723404255319,0.0799270705771434,0.3026382978723404,0.0782930397841165,0.0100425531914893,0.0110884460252836,0.2410212765957446,0.0776247145342133,0.027063829787234,0.0242520000198864,0.0,0.0028936170212765,0.016,0.011295480926855,0.0085106382978723,0.0105717302590711,0.0062978723404255,0.0103933009092975,9.16973413073556,15.726546638300777,67.12134397871472,19.57846916218053,54.47439357566582,inf,42.915960968294094,75.51235899336525,100.32143734843233
"Census Tract 85.02, Middlesex County, New Jersey",5282.0,273.0,2362.0,240.0,789.0,196.0,364.0,181.0,167875.0,26492.0,35.0,28.0,666.0,181.0,12.0,18.0,0.0,17.0,71.0,61.0,5.0,9.0,34,23,8502,34023008502,0.4471790988262022,0.0509778001835826,0.149375236652783,0.0379018003424809,0.0066262779250283,0.005312073953584,0.1260886028019689,0.0348815025406929,0.0022718667171525,0.0034098224486751,0.0,0.0032184778492995,0.0134418780764861,0.0115695340854426,0.0009466111321469,0.001704602314334,0.0689132904202953,0.034451933324107,6.93000729817046,15.424650448914528,48.7336076818601,16.81719072445758,91.23952469048766,inf,52.32268422390367,109.46759178495292,30.390980296257982
"Census Tract 85.03, Middlesex County, New Jersey",8954.0,428.0,4862.0,461.0,2669.0,470.0,742.0,414.0,122132.0,8097.0,24.0,39.0,2298.0,483.0,24.0,37.0,0.0,17.0,323.0,258.0,0.0,17.0,34,23,8503,34023008503,0.542997542997543,0.0576577506037229,0.2980790708063435,0.0543899146165279,0.0026803663167299,0.0043574792184265,0.256645074826893,0.0553197390142057,0.0026803663167299,0.0041342171463759,0.0,0.0018985928076837,0.0360732633459906,0.0288654848955947,0.0,0.0018985928076837,0.082867991958901,0.046405682167518,6.45496554641523,11.092284269722752,98.82692229430316,13.1033181525153,93.76337469263002,inf,48.64380320422249,inf,34.04226465299215
"Census Tract 87, Middlesex County, New Jersey",3649.0,162.0,621.0,167.0,202.0,142.0,34.0,53.0,168194.0,33326.0,46.0,67.0,45.0,42.0,0.0,12.0,0.0,12.0,111.0,142.0,0.0,12.0,34,23,8700,34023008700,0.170183611948479,0.0463854270089599,0.0553576322280076,0.0389922995020248,0.0126061934776651,0.0183697222838644,0.012332145793368,0.0115230166783588,0.0,0.0032885722115648,0.0,0.0032885722115648,0.0304192929569745,0.038938197559436,0.0,0.0032885722115648,0.0093176212661003,0.0145304166855862,16.56906187742047,42.81889340121245,88.58347642899612,56.80173976269046,inf,inf,77.81455291458262,inf,94.79973267603144
"Census Tract 77.03, Middlesex County, New Jersey",3494.0,228.0,506.0,174.0,155.0,123.0,204.0,216.0,105529.0,14127.0,45.0,49.0,22.0,28.0,63.0,69.0,0.0,12.0,25.0,40.0,0.0,12.0,34,23,7703,34023007703,0.1448196908986834,0.050688376200419,0.0443617630223239,0.0353220275224663,0.0128792215226101,0.0140492012080766,0.0062965082999427,0.0080242640744583,0.0180309101316542,0.0197831598258596,0.0,0.003434459072696,0.0071551230681167,0.0114577141384171,0.0,0.003434459072696,0.0583858042358328,0.0619375546039724,21.277218838288757,48.40284897087852,66.31260928202622,77.47106569814157,66.697892055342,inf,97.34529653405382,inf,64.48829363677211
"Census Tract 79.10, Middlesex County, New Jersey",3127.0,214.0,678.0,174.0,76.0,67.0,176.0,107.0,70403.0,12402.0,76.0,67.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,23,7910,34023007910,0.2168212344099776,0.0575888585089017,0.0243044451551007,0.0214907506147854,0.0243044451551007,0.0214907506147854,0.0,0.003837543971858,0.0,0.003837543971858,0.0,0.003837543971858,0.0,0.003837543971858,0.0,0.003837543971858,0.0562839782539174,0.0344342160379784,16.146215900273095,53.75266131213724,53.75266131213724,inf,inf,inf,inf,inf,37.1911417348572
"Census Tract 81.01, Middlesex County, New Jersey",4496.0,205.0,494.0,159.0,151.0,80.0,147.0,97.0,68031.0,17559.0,49.0,47.0,25.0,37.0,0.0,12.0,0.0,12.0,77.0,65.0,0.0,12.0,34,23,8101,34023008101,0.1098754448398576,0.0357178647669463,0.033585409252669,0.0178593692930144,0.0108985765124555,0.0104655411653441,0.0055604982206405,0.0082334419444926,0.0,0.0026690391459074,0.0,0.0026690391459074,0.0171263345195729,0.0144783695444705,0.0,0.0026690391459074,0.0326957295373665,0.0216261782265603,19.761456012230745,32.325821510655615,58.374881309332274,90.01229175061188,inf,inf,51.39126788926652,inf,40.20896028228828
"Census Tract 66.04, Middlesex County, New Jersey",6743.0,338.0,2631.0,431.0,890.0,358.0,493.0,260.0,82778.0,15596.0,14.0,23.0,622.0,234.0,254.0,252.0,0.0,17.0,0.0,17.0,0.0,17.0,34,23,6604,34023006604,0.3901824113895892,0.0668435157635257,0.1319887290523506,0.0535027386886463,0.0020762271985763,0.0034125320276123,0.0922438083938899,0.0350093406520817,0.0376686934598843,0.0374197583427785,0.0,0.0025211330268426,0.0,0.0025211330268426,0.0,0.0025211330268426,0.0731128577784369,0.038732279950217,10.414194720498854,24.641847408049063,99.91621129913328,23.07176419012963,60.38853852173269,inf,inf,inf,32.204265640463554
"Census Tract 531.03, Somerset County, New Jersey",5972.0,485.0,1203.0,344.0,328.0,155.0,88.0,95.0,114281.0,10687.0,31.0,29.0,96.0,67.0,24.0,26.0,0.0,17.0,177.0,123.0,0.0,17.0,34,35,53103,34035053103,0.2014400535833891,0.0598801918320687,0.0549229738780977,0.0263349398376357,0.0051908908238446,0.0048742589617222,0.0160750167448091,0.0112947226486532,0.0040187541862022,0.0043658665179535,0.0,0.0028466175485599,0.0296383121232417,0.0207362868487636,0.0,0.0028466175485599,0.014735432016075,0.0159525179268912,18.0705533845788,29.14824314448087,57.08221300010842,42.7128189322169,66.04091906083772,inf,42.53159035626414,inf,65.81129943312702
"Census Tract 538.01, Somerset County, New Jersey",498.0,97.0,31.0,17.0,6.0,8.0,4.0,4.0,117500.0,22856.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,6.0,8.0,0.0,12.0,34,35,53801,34035053801,0.0622489959839357,0.0362258839519208,0.0120481927710843,0.0162347628664123,0.0,0.0240963855421686,0.0,0.0240963855421686,0.0,0.0240963855421686,0.0,0.0240963855421686,0.0120481927710843,0.0162347628664123,0.0,0.0240963855421686,0.0080321285140562,0.0081830752304874,35.37697854310533,81.91400108888884,inf,inf,inf,inf,81.91400108888884,inf,61.932697033172445
"Census Tract 516, Somerset County, New Jersey",3297.0,372.0,508.0,178.0,223.0,134.0,149.0,134.0,65536.0,10073.0,35.0,53.0,38.0,39.0,0.0,12.0,0.0,12.0,150.0,122.0,0.0,12.0,34,35,51600,34035051600,0.154079466181377,0.056718474294748,0.067637245981195,0.0413532822911887,0.0106157112526539,0.0161197811849447,0.0115256293600242,0.0119002035163241,0.0,0.0036396724294813,0.0,0.0036396724294813,0.0454959053685168,0.0373576983995302,0.0,0.0036396724294813,0.0451925993327267,0.0409616249623709,22.377618858122226,37.16705650061997,92.3090205241212,62.76591104354593,inf,inf,49.91624381894678,inf,55.09903000793008
