NAME,B01001_001E,B01001_001M,B05012_003E,B05012_003M,B05002_021E,B05002_021M,B16003_001E,B16003_001M,B19013_001E,B19013_001M,B05002_022E,B05002_022M,B05002_023E,B05002_023M,B05002_024E,B05002_024M,B05002_025E,B05002_025M,B05002_026E,B05002_026M,B05002_027E,B05002_027M,state,county,tract,GEOID,foreign_born_rate_e,foreign_born_rate_m,non_cit_foreign_born_rate_e,non_cit_foreign_born_rate_m,europe_origin_rate_e,europe_origin_rate_m,asia_origin_rate_e,asia_origin_rate_m,africa_origin_rate_e,africa_origin_rate_m,oceania_origin_rate_e,oceania_origin_rate_m,latam_origin_rate_e,latam_origin_rate_m,noram_origin_rate_e,noram_origin_rate_m,limited_english_rate_e,limited_english_rate_m,foreign_born_rate_cv,non_cit_foreign_born_rate_cv,europe_origin_rate_cv,asia_origin_rate_cv,africa_origin_rate_cv,oceania_origin_rate_cv,latam_origin_rate_cv,noram_origin_rate_cv,limited_english_rate_cv
"Census Tract 5012.10, Gloucester County, New Jersey",3452.0,249.0,144.0,80.0,0.0,12.0,0.0,12.0,123750.0,12359.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,15,501210,34015501210,0.0417149478563151,0.0233694947128923,0.0,0.0034762456546929,0.0,0.0034762456546929,0.0,0.0034762456546929,0.0,0.0034762456546929,0.0,0.0034762456546929,0.0,0.0034762456546929,0.0,0.0034762456546929,0.0,0.0034762456546929,34.055849269209865,inf,inf,inf,inf,inf,inf,inf,inf
"Census Tract 5013.01, Gloucester County, New Jersey",3570.0,155.0,93.0,55.0,27.0,23.0,0.0,12.0,88190.0,10762.0,11.0,17.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,16.0,17.0,34,15,501301,34015501301,0.0260504201680672,0.0154476242462396,0.007563025210084,0.0064509397337693,0.0030812324929971,0.0047637835575068,0.0,0.0033613445378151,0.0,0.0033613445378151,0.0,0.0033613445378151,0.0,0.0033613445378151,0.0044817927170868,0.0047658788602621,0.0,0.0033613445378151,36.04799069129373,51.85152504684557,93.98567173417848,inf,inf,inf,inf,64.64356964717321,inf
"Census Tract 5013.03, Gloucester County, New Jersey",2594.0,197.0,54.0,49.0,17.0,26.0,0.0,12.0,68063.0,12146.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,17.0,26.0,0.0,12.0,34,15,501303,34015501303,0.0208172706245181,0.0189557883622263,0.0065535851966075,0.0100354798062914,0.0,0.0046260601387818,0.0,0.0046260601387818,0.0,0.0046260601387818,0.0,0.0046260601387818,0.0065535851966075,0.0100354798062914,0.0,0.0046260601387818,0.0,0.0046260601387818,55.35440167917937,93.08791209554823,inf,inf,inf,inf,93.08791209554823,inf,inf
"Census Tract 5019, Gloucester County, New Jersey",4135.0,21.0,92.0,66.0,25.0,40.0,10.0,19.0,86591.0,28945.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,25.0,40.0,0.0,12.0,34,15,501900,34015501900,0.0222490931076178,0.0159617058774513,0.0060459492140266,0.0096735674729556,0.0,0.0029020556227327,0.0,0.0029020556227327,0.0,0.0029020556227327,0.0,0.0029020556227327,0.0060459492140266,0.0096735674729556,0.0,0.0029020556227327,0.0024183796856106,0.0045949378171608,43.61150641156421,97.26492766120776,inf,inf,inf,inf,97.26492766120776,inf,115.50193236449964
"Census Tract 5003, Gloucester County, New Jersey",2959.0,25.0,48.0,26.0,35.0,23.0,21.0,21.0,65625.0,9617.0,21.0,19.0,9.0,10.0,0.0,12.0,0.0,12.0,5.0,7.0,0.0,12.0,34,15,500300,34015500300,0.0162216965190942,0.0087878210846098,0.0118283203785062,0.0077735386485856,0.0070969922271037,0.006421368162034,0.0030415680973301,0.003379617807988,0.0,0.0040554241297735,0.0,0.0040554241297735,0.0016897600540723,0.002365707153464,0.0,0.0040554241297735,0.0070969922271037,0.0070972455221352,32.93207014863299,39.95119559038635,55.003121700561216,67.54670107285762,inf,inf,85.10793273070112,inf,60.792443190036416
"Census Tract 5009, Gloucester County, New Jersey",2986.0,20.0,62.0,40.0,17.0,20.0,41.0,43.0,96875.0,12762.0,17.0,20.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,15,500900,34015500900,0.0207635632953784,0.0133965691794114,0.0056932350971198,0.0066980321924421,0.0056932350971198,0.0066980321924421,0.0,0.0040187541862022,0.0,0.0040187541862022,0.0,0.0040187541862022,0.0,0.0040187541862022,0.0,0.0040187541862022,0.0137307434695244,0.014400829501073,39.2216448374572,71.51912793360363,71.51912793360363,inf,inf,inf,inf,inf,63.75695291008099
"Census Tract 5012.05, Gloucester County, New Jersey",2806.0,159.0,176.0,75.0,67.0,50.0,117.0,97.0,95759.0,17009.0,14.0,15.0,6.0,11.0,0.0,12.0,0.0,12.0,40.0,46.0,7.0,11.0,34,15,501205,34015501205,0.0627227369921596,0.0269637045206706,0.0238774055595153,0.0178702521523135,0.0049893086243763,0.0053531585360171,0.0021382751247327,0.0039220430686556,0.0,0.0042765502494654,0.0,0.0042765502494654,0.0142551674982181,0.016413331031937,0.0024946543121881,0.0039227188515061,0.0416963649322879,0.0346494294312049,26.13296314071626,45.49646376572328,65.22346006106812,111.50205522439413,inf,inf,69.99362747053989,95.589657814384,50.51635309482825
"Census Tract 5002.02, Gloucester County, New Jersey",4582.0,315.0,38.0,35.0,0.0,12.0,55.0,80.0,66830.0,11961.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,15,500202,34015500202,0.0082933216935835,0.0076598339334418,0.0,0.0026189436927106,0.0,0.0026189436927106,0.0,0.0026189436927106,0.0,0.0026189436927106,0.0,0.0026189436927106,0.0,0.0026189436927106,0.0,0.0026189436927106,0.0120034919249236,0.0174791149355659,56.146791046281166,inf,inf,inf,inf,inf,inf,inf,88.52092250319235
"Census Tract 5010.02, Gloucester County, New Jersey",4171.0,308.0,450.0,299.0,320.0,292.0,117.0,85.0,30878.0,7274.0,8.0,13.0,0.0,12.0,0.0,12.0,0.0,12.0,312.0,292.0,0.0,12.0,34,15,501002,34015501002,0.1078877966914409,0.0721267836670553,0.0767202109805802,0.0702360466192371,0.0019180052745145,0.0031199749222649,0.0,0.0028770079117717,0.0,0.0028770079117717,0.0,0.0028770079117717,0.0748022057060656,0.070224764451117,0.0,0.0028770079117717,0.0280508271397746,0.0204838053118031,40.64043426886699,55.65246019164858,98.8861352641886,inf,inf,inf,57.070277555453394,inf,44.39142283299861
"Census Tract 5023, Gloucester County, New Jersey",2579.0,24.0,365.0,215.0,281.0,214.0,54.0,82.0,81071.0,10073.0,11.0,11.0,7.0,10.0,0.0,12.0,0.0,12.0,263.0,213.0,0.0,12.0,34,15,502300,34015502300,0.1415277239240015,0.0833760485999176,0.1089569600620395,0.0829840931221895,0.0042652190771616,0.0042654037579604,0.0027142303218301,0.0038775541561384,0.0,0.0046529662659945,0.0,0.0046529662659945,0.1019775106630477,0.0825956032235814,0.0,0.0046529662659945,0.0209383481969755,0.0317958665306509,35.812437746460866,46.29925173060324,60.79290572964938,86.84509047920915,inf,inf,49.23643734640434,inf,92.31288954469068
"Census Tract 5004, Gloucester County, New Jersey",5904.0,16.0,359.0,226.0,82.0,71.0,66.0,87.0,45450.0,15231.0,19.0,44.0,0.0,17.0,22.0,35.0,0.0,17.0,41.0,52.0,0.0,17.0,34,15,500400,34015500400,0.0608062330623306,0.0382794874816748,0.0138888888888888,0.0120258041606968,0.0032181571815718,0.0074525796287421,0.0,0.0028794037940379,0.0037262872628726,0.0059281928828225,0.0,0.0028794037940379,0.0069444444444444,0.0088076081823029,0.0,0.0028794037940379,0.0111788617886178,0.0147358034991916,38.26944045716462,52.63573857569448,140.77757199837905,inf,96.71193915497231,inf,77.10003515207435,inf,80.13280267037646
"Census Tract 5008, Gloucester County, New Jersey",2259.0,71.0,53.0,34.0,10.0,13.0,9.0,14.0,124821.0,18312.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,5.0,9.0,5.0,9.0,34,15,500800,34015500800,0.0234617087206728,0.0150689605255179,0.0044267374944665,0.0057564403757529,0.0,0.0053120849933598,0.0,0.0053120849933598,0.0,0.0053120849933598,0.0,0.0053120849933598,0.0022133687472332,0.0039846710438008,0.0022133687472332,0.0039846710438008,0.0039840637450199,0.0061986973761835,39.04431017622876,79.05044868587206,inf,inf,inf,inf,109.43917188992182,109.43917188992182,94.58194780681322
"Census Tract 5010.01, Gloucester County, New Jersey",2135.0,211.0,157.0,99.0,32.0,32.0,63.0,72.0,72411.0,11030.0,0.0,12.0,5.0,8.0,0.0,12.0,0.0,12.0,27.0,31.0,0.0,12.0,34,15,501001,34015501001,0.0735362997658079,0.0469360836289545,0.0149882903981264,0.0150613091929036,0.0,0.0056206088992974,0.0023419203747072,0.0037542139056278,0.0,0.0056206088992974,0.0,0.0056206088992974,0.0126463700234192,0.0145735977431713,0.0,0.0056206088992974,0.0295081967213114,0.0338495112240609,38.80066542033106,61.08642691270782,inf,97.44980776310528,inf,inf,70.05433115314827,inf,69.73387992798767
"Census Tract 5010.03, Gloucester County, New Jersey",3555.0,271.0,190.0,87.0,61.0,56.0,0.0,12.0,59113.0,14341.0,0.0,12.0,19.0,25.0,0.0,12.0,0.0,12.0,42.0,56.0,0.0,12.0,34,15,501003,34015501003,0.0534458509142053,0.0248093949583659,0.0171589310829817,0.0158066757291187,0.0,0.0033755274261603,0.0053445850914205,0.0070441409544945,0.0,0.0033755274261603,0.0,0.0033755274261603,0.0118143459915611,0.0157781857579019,0.0,0.0033755274261603,0.0,0.0033755274261603,28.218652720201916,55.99953382531968,inf,80.12132808583604,inf,inf,81.18606219328642,inf,inf
"Census Tract 5011.02, Gloucester County, New Jersey",6504.0,448.0,617.0,208.0,230.0,176.0,170.0,158.0,94215.0,13191.0,0.0,17.0,149.0,123.0,0.0,17.0,0.0,17.0,55.0,114.0,26.0,42.0,34,15,501102,34015501102,0.0948646986469864,0.0326410558893131,0.0353628536285362,0.0271696789277642,0.0,0.0026137761377613,0.0229089790897908,0.0189771591660265,0.0,0.0026137761377613,0.0,0.0026137761377613,0.0084563345633456,0.0175373510371988,0.0039975399753997,0.0064634325007949,0.0261377613776137,0.0243593668291102,20.916723976106827,46.70585218611827,inf,50.35696669420735,inf,inf,126.0712143088605,98.2889057404025,56.654146918123736
"Census Tract 5012.02, Gloucester County, New Jersey",4717.0,219.0,387.0,108.0,72.0,54.0,0.0,12.0,128279.0,5991.0,34.0,39.0,38.0,39.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,15,501202,34015501202,0.0820436718253127,0.0232105994903576,0.0152639389442442,0.0114698679415309,0.0072079711681153,0.0082747367317212,0.0080559677761288,0.0082764224647517,0.0,0.0025439898240407,0.0,0.0025439898240407,0.0,0.0025439898240407,0.0,0.0025439898240407,0.0,0.0025439898240407,17.197897912555753,45.679978959981085,69.78711454233725,62.453823014292034,inf,inf,inf,inf,inf
"Census Tract 5012.03, Gloucester County, New Jersey",3044.0,339.0,74.0,59.0,0.0,12.0,8.0,13.0,88750.0,10590.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,15,501203,34015501203,0.0243101182654402,0.0195705587742033,0.0,0.0039421813403416,0.0,0.0039421813403416,0.0,0.0039421813403416,0.0,0.0039421813403416,0.0,0.0039421813403416,0.0,0.0039421813403416,0.0,0.0039421813403416,0.0026281208935611,0.0042807140367533,48.93845470194294,inf,inf,inf,inf,inf,inf,inf,99.01590826654414
"Census Tract 5012.08, Gloucester County, New Jersey",3866.0,213.0,182.0,101.0,29.0,31.0,47.0,56.0,81424.0,8431.0,0.0,12.0,3.0,7.0,0.0,12.0,0.0,12.0,26.0,30.0,0.0,12.0,34,15,501208,34015501208,0.0470770822555613,0.0262536335595441,0.0075012933264355,0.0080292675320783,0.0,0.0031039834454216,0.0007759958613554,0.0018111617032105,0.0,0.0031039834454216,0.0,0.0031039834454216,0.0067252974650801,0.0077688000283115,0.0,0.0031039834454216,0.012157268494568,0.0145007342403964,33.90111471365027,65.06896190968446,inf,141.88350850277376,inf,inf,70.22254128934387,inf,72.50836005092509
"Census Tract 5022, Gloucester County, New Jersey",12549.0,36.0,1021.0,255.0,365.0,170.0,58.0,88.0,141875.0,15967.0,58.0,88.0,75.0,87.0,19.0,33.0,0.0,19.0,147.0,97.0,66.0,100.0,34,15,502200,34015502200,0.0813610646266634,0.0203216846820461,0.0290859829468483,0.0135471531357897,0.0046218822216909,0.0070125234919397,0.0059765718383934,0.0069328445332392,0.0015140648657263,0.0026296951959694,0.0,0.0015140648657263,0.0117140808032512,0.0077297726256894,0.0052593832177862,0.0079687767347074,0.0046218822216909,0.0070125234919397,15.18368493103769,28.313815164429545,92.23368336689222,70.51693296666221,105.58325072538928,inf,40.11368884468578,92.10664018038504,92.23368336689222
"Census Tract 5024, Gloucester County, New Jersey",5924.0,28.0,258.0,147.0,55.0,45.0,117.0,127.0,111324.0,20129.0,0.0,17.0,34.0,38.0,0.0,17.0,0.0,17.0,21.0,25.0,0.0,17.0,34,15,502400,34015502400,0.0435516542876434,0.0248151684510288,0.0092842673869007,0.0075963455217401,0.0,0.0028696826468602,0.0057393652937204,0.0064146421005781,0.0,0.0028696826468602,0.0,0.0028696826468602,0.0035449020931802,0.0042201548006906,0.0,0.0028696826468602,0.0197501688048615,0.0214384206595737,34.637510403594376,49.73832646674634,inf,67.94267799718374,inf,inf,72.36994366562813,inf,65.98664899452623
"Census Tract 5016.04, Gloucester County, New Jersey",7333.0,516.0,526.0,262.0,225.0,131.0,161.0,168.0,88000.0,15473.0,29.0,36.0,108.0,78.0,0.0,17.0,0.0,17.0,72.0,86.0,16.0,26.0,34,15,501604,34015501604,0.0717305332060548,0.0360836641939447,0.0306832128733124,0.0179944476154844,0.0039547252147824,0.0049171948434171,0.0147279421791899,0.0106872146117679,0.0,0.0023182871948724,0.0,0.0023182871948724,0.0098186281194599,0.011748139423052,0.0021819173598799,0.0035489383822072,0.0219555434337924,0.0229621646871232,30.58022461592295,35.65100556956359,75.58492775763182,44.11198060795569,inf,inf,72.73649644481655,98.87676731278796,63.57739570340188
"Census Tract 120, Atlantic County, New Jersey",4514.0,392.0,1421.0,363.0,918.0,339.0,488.0,191.0,36520.0,7074.0,0.0,12.0,113.0,72.0,12.0,18.0,0.0,12.0,793.0,324.0,0.0,12.0,34,1,12000,34001012000,0.3147984049623394,0.0849361138341808,0.2033673017279574,0.0771483018191534,0.0,0.002658396101019,0.0250332299512627,0.0160978382119579,0.002658396101019,0.0039942711920263,0.0,0.002658396101019,0.1756756756756756,0.0733800693724068,0.0,0.002658396101019,0.1081081081081081,0.0433418033115094,16.401892491801974,23.06106405570843,inf,39.09171890619368,91.33809605272008,inf,25.392214793350988,inf,24.371530737474917
"Census Tract 113, Atlantic County, New Jersey",4356.0,44.0,319.0,174.0,178.0,88.0,13.0,23.0,53275.0,12166.0,55.0,42.0,49.0,59.0,0.0,12.0,0.0,12.0,64.0,53.0,10.0,15.0,34,1,11300,34001011300,0.0732323232323232,0.0399517522574566,0.0408631772268135,0.020206236426831,0.0126262626262626,0.0096427167466765,0.011248852157943,0.0135450128610696,0.0,0.0027548209366391,0.0,0.0027548209366391,0.0146923783287419,0.0121680308682799,0.0022956841138659,0.0034436042464404,0.0029843893480257,0.0052801595151013,33.16401612818956,30.0598906715194,46.42572439737288,73.19902738393314,inf,inf,50.34569002871157,91.18747779632012,107.55377529942204
"Census Tract 117.01, Atlantic County, New Jersey",9003.0,564.0,2492.0,469.0,776.0,343.0,512.0,343.0,55524.0,9686.0,109.0,143.0,251.0,145.0,0.0,17.0,0.0,17.0,416.0,306.0,0.0,17.0,34,1,11701,34001011701,0.2767966233477729,0.0549039064274335,0.086193491058536,0.0384791539099635,0.0121070754193046,0.0159016925859261,0.0278795956903254,0.0162001648588676,0.0,0.0018882594690658,0.0,0.0018882594690658,0.0462068199489059,0.0341117104446703,0.0,0.0018882594690658,0.0568699322448072,0.0382646250045148,12.058035429268717,27.138456322768317,79.84324940804372,35.32377098884355,inf,inf,44.877795349159314,inf,40.90240536137523
"Census Tract 118.02, Atlantic County, New Jersey",15860.0,782.0,2372.0,442.0,361.0,163.0,349.0,306.0,107201.0,13099.0,36.0,58.0,62.0,67.0,0.0,19.0,0.0,19.0,263.0,135.0,0.0,19.0,34,1,11802,34001011802,0.1495586380832282,0.0288279691097213,0.0227616645649432,0.0103385233541359,0.0022698612862547,0.0036587109185516,0.0039092055485498,0.0042288590383175,0.0,0.0011979823455233,0.0,0.0011979823455233,0.0165825977301387,0.0085511588238685,0.0,0.0011979823455233,0.0220050441361916,0.0193243041253048,11.717545376919686,27.61141045164928,97.98573989907015,65.76105926827732,inf,inf,31.34775941533959,inf,53.38456613813401
"Census Tract 127.02, Atlantic County, New Jersey",1622.0,164.0,71.0,54.0,16.0,17.0,0.0,12.0,53300.0,15209.0,10.0,14.0,6.0,9.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,1,12702,34001012702,0.0437731196054254,0.0335851334764715,0.0098643649815043,0.0105282373905103,0.0061652281134401,0.0086538001664592,0.0036991368680641,0.0055612966626928,0.0,0.0073982737361282,0.0,0.0073982737361282,0.0,0.0073982737361282,0.0,0.0073982737361282,0.0,0.0073982737361282,46.64162549667095,64.8814629460785,85.32804784192692,91.39233218731302,inf,inf,inf,inf,inf
"Census Tract 4, Atlantic County, New Jersey",3374.0,480.0,1676.0,479.0,886.0,355.0,743.0,362.0,29453.0,4972.0,21.0,33.0,391.0,172.0,0.0,12.0,0.0,12.0,474.0,310.0,0.0,12.0,34,1,400,34001000400,0.4967397747480735,0.1585841395954243,0.2625963248369887,0.1116517365583876,0.0062240663900414,0.0098206752725736,0.1158861885002963,0.0535776750997697,0.0,0.0035566093657379,0.0,0.0035566093657379,0.1404860699466508,0.0940277149646102,0.0,0.0035566093657379,0.2202133965619442,0.1117713982897208,19.40729073401577,25.847047222104045,95.91824683648412,28.105174291874658,inf,inf,40.68709813532825,inf,30.854679978033538
"Census Tract 19, Atlantic County, New Jersey",1406.0,213.0,479.0,174.0,282.0,133.0,49.0,41.0,29058.0,9238.0,7.0,9.0,51.0,56.0,46.0,73.0,0.0,12.0,168.0,77.0,10.0,13.0,34,1,1900,34001001900,0.3406827880512091,0.1340861853079312,0.2005689900426742,0.0993548216030667,0.0049786628733997,0.0064454199796712,0.0362731152204836,0.04020659140555,0.0327169274537695,0.0521563783426887,0.0,0.0085348506401137,0.1194879089615931,0.0576793465532837,0.0071123755334281,0.0093086577262981,0.034850640113798,0.0296348347647609,23.925881115412853,30.11336290368663,78.69961347301614,67.3824036190517,96.91009376215192,inf,29.344753674163027,79.56214445699229,51.69229908722023
"Census Tract 106, Atlantic County, New Jersey",4100.0,29.0,639.0,264.0,323.0,242.0,404.0,242.0,42279.0,8180.0,0.0,12.0,40.0,46.0,0.0,12.0,0.0,12.0,283.0,242.0,0.0,12.0,34,1,10600,34001010600,0.1558536585365853,0.0643996797387763,0.078780487804878,0.0590270204781741,0.0,0.0029268292682926,0.0097560975609756,0.0112197244083607,0.0,0.0029268292682926,0.0,0.0029268292682926,0.0690243902439024,0.0590264093749499,0.0,0.0029268292682926,0.0985365853658536,0.0590285050242452,25.11891081039265,45.54768346909465,inf,69.9101368910019,inf,inf,51.9849803854264,inf,36.41651427960597
"Census Tract 122, Atlantic County, New Jersey",5151.0,517.0,1643.0,435.0,759.0,245.0,403.0,174.0,41672.0,4795.0,0.0,17.0,53.0,49.0,0.0,17.0,0.0,17.0,706.0,244.0,0.0,17.0,34,1,12200,34001012200,0.3189671908367307,0.0903142218468205,0.1473500291205591,0.04980982973651,0.0,0.0033003300330033,0.0102892642205397,0.0095686090644412,0.0,0.0033003300330033,0.0,0.0033003300330033,0.1370607649000194,0.0493265553142374,0.0,0.0033003300330033,0.0782372354882547,0.0346805596311022,17.212510909614622,20.549389732351653,inf,56.532551804710266,inf,inf,21.877703610704337,inf,26.94676893810219
"Census Tract 11, Atlantic County, New Jersey",2091.0,422.0,90.0,82.0,37.0,35.0,99.0,84.0,14100.0,4011.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,37.0,35.0,0.0,12.0,34,1,1100,34001001100,0.0430416068866571,0.040166230241296,0.0176948828311812,0.0171151137909801,0.0,0.0057388809182209,0.0,0.0057388809182209,0.0,0.0057388809182209,0.0,0.0057388809182209,0.0176948828311812,0.0171151137909801,0.0,0.0057388809182209,0.0473457675753228,0.0412929136496796,56.729204616379626,58.7984932833969,inf,inf,inf,inf,58.7984932833969,inf,53.018625428436415
"Census Tract 23, Atlantic County, New Jersey",2323.0,406.0,1084.0,301.0,832.0,344.0,564.0,204.0,31563.0,10245.0,6.0,11.0,196.0,142.0,0.0,12.0,0.0,12.0,630.0,306.0,0.0,12.0,34,1,2300,34001002300,0.4666379681446405,0.1531038463034846,0.3581575548859234,0.1607710159866756,0.0025828669823504,0.00475672459375,0.08437365475678,0.0628813824970156,0.0,0.0051657339647008,0.0,0.0051657339647008,0.2712010331467929,0.1399944666731481,0.0,0.0051657339647008,0.2427894963409384,0.0975320129035807,19.945279498592107,27.28775062376136,111.95411581845464,45.3053320329283,inf,inf,31.380049798014483,inf,24.420322271984528
"Census Tract 24, Atlantic County, New Jersey",2508.0,492.0,931.0,410.0,638.0,377.0,365.0,190.0,21076.0,10515.0,0.0,12.0,264.0,180.0,15.0,30.0,0.0,12.0,359.0,366.0,0.0,12.0,34,1,2400,34001002400,0.3712121212121212,0.1789627380601498,0.2543859649122807,0.1583860837524325,0.0,0.0047846889952153,0.1052631578947368,0.0746819356694158,0.0059808612440191,0.012019125945456,0.0,0.0047846889952153,0.1431419457735247,0.1486100867690581,0.0,0.0047846889952153,0.1455342902711323,0.0809586359608483,29.30721595923303,37.84931044497915,inf,43.129385341000045,122.1640035307146,inf,63.11251240219759,inf,33.816756295924975
"Census Tract 25, Atlantic County, New Jersey",4035.0,497.0,1044.0,315.0,439.0,255.0,516.0,293.0,27860.0,4323.0,7.0,12.0,53.0,55.0,0.0,12.0,0.0,12.0,379.0,264.0,0.0,12.0,34,1,2500,34001002500,0.2587360594795539,0.0843213064558894,0.1087980173482032,0.0646022298900357,0.0017348203221809,0.002981644379293,0.0131350681536555,0.0137264107660364,0.0,0.0029739776951672,0.0,0.0029739776951672,0.0939281288723667,0.0664425207312791,0.0,0.0029739776951672,0.1278810408921933,0.0743033631082991,19.811367987836924,36.09612861591962,104.48054772425192,63.52706020640815,inf,inf,43.00159131785156,inf,35.32127779057833
"Census Tract 101.01, Atlantic County, New Jersey",3261.0,332.0,127.0,68.0,30.0,29.0,0.0,12.0,72578.0,16105.0,19.0,24.0,11.0,16.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,1,10101,34001010101,0.0389451088623121,0.0212261097047179,0.0091996320147194,0.008942163323231,0.0058264336093222,0.0073835719687267,0.0033731984053971,0.0049184744695791,0.0,0.0036798528058877,0.0,0.0036798528058877,0.0,0.0036798528058877,0.0,0.0036798528058877,0.0,0.0036798528058877,33.13229961806733,59.08894548542308,77.03672433216475,88.63854791543343,inf,inf,inf,inf,inf
"Census Tract 107, Atlantic County, New Jersey",5925.0,18.0,284.0,192.0,141.0,104.0,39.0,70.0,82663.0,10259.0,39.0,49.0,0.0,17.0,0.0,17.0,0.0,17.0,102.0,100.0,0.0,17.0,34,1,10700,34001010700,0.0479324894514767,0.0324053904684734,0.0237974683544303,0.0175528915017363,0.0065822784810126,0.0082700663699816,0.0,0.0028691983122362,0.0,0.0028691983122362,0.0,0.0028691983122362,0.0172151898734177,0.0168777181614384,0.0,0.0028691983122362,0.0065822784810126,0.0118143629146959,41.0980646700854,44.83859628264791,76.37774646113512,inf,inf,inf,59.59859354343078,inf,109.11090370130718
"Census Tract 341, Union County, New Jersey",3309.0,289.0,891.0,252.0,269.0,165.0,127.0,91.0,50455.0,11523.0,8.0,14.0,8.0,12.0,0.0,12.0,0.0,12.0,253.0,162.0,0.0,12.0,34,39,34100,34039034100,0.2692656391659112,0.0797043064871943,0.0812934421275309,0.0503669416450962,0.0024176488365064,0.0042361511764848,0.0024176488365064,0.0036326152079454,0.0,0.0036264732547597,0.0,0.0036264732547597,0.0764581444545179,0.0494106990744047,0.0,0.0036264732547597,0.0383801752795406,0.027704289665875,17.9942996439318,37.66380264711663,106.5153817856251,91.3398459201478,inf,inf,39.28541471634136,inf,43.88076227383418
"Census Tract 313, Union County, New Jersey",7031.0,680.0,3567.0,565.0,1872.0,512.0,1947.0,612.0,52561.0,6512.0,102.0,67.0,0.0,17.0,15.0,24.0,0.0,17.0,1696.0,504.0,59.0,122.0,34,39,31300,34039031300,0.5073247048783956,0.0941536802133108,0.266249466647703,0.0772390995801815,0.0145071824775992,0.0096319647918485,0.0,0.0024178637462665,0.0021334091878822,0.0034196850392061,0.0,0.0024178637462665,0.2412174655098848,0.0753832949883053,0.0083914094723367,0.0173706970164949,0.2769165125871142,0.0910701277431,11.281981581923946,17.635287881830987,40.3613710301492,inf,97.44196762171728,inf,18.997675455309647,125.83933926431018,19.99222771723425
"Census Tract 306, Warren County, New Jersey",3706.0,291.0,327.0,115.0,173.0,73.0,43.0,47.0,50114.0,11432.0,0.0,12.0,34.0,36.0,0.0,12.0,0.0,12.0,139.0,67.0,0.0,12.0,34,41,30600,34041030600,0.088235294117647,0.0317948136970102,0.0466810577441986,0.0200359279943985,0.0,0.0032379924446842,0.0091743119266055,0.0097406520123953,0.0,0.0032379924446842,0.0,0.0032379924446842,0.037506745817593,0.0183171007573397,0.0,0.0032379924446842,0.0116028062601187,0.0127148198968152,21.90524145285404,26.091729763424333,inf,64.5429221490026,inf,inf,29.688034552798428,inf,66.61641696133066
"Census Tract 316.02, Warren County, New Jersey",2431.0,169.0,146.0,63.0,69.0,46.0,0.0,12.0,74357.0,11955.0,53.0,44.0,0.0,12.0,4.0,5.0,4.0,7.0,8.0,12.0,0.0,12.0,34,41,31602,34041031602,0.0600575894693541,0.0262494275210104,0.0283833813245577,0.0190248555608252,0.0218017276840806,0.0181628948335868,0.0,0.0049362402303578,0.0016454134101192,0.0020599451226257,0.0016454134101192,0.0028817445833262,0.0032908268202385,0.0049415387462783,0.0,0.0049362402303578,0.0,0.0049362402303578,26.56966244892215,40.74659606921822,50.64402975334025,inf,76.10526737238972,106.4668857456863,91.2832879346701,inf,inf
"Census Tract 321.01, Warren County, New Jersey",3050.0,21.0,161.0,61.0,51.0,36.0,13.0,22.0,103491.0,13045.0,27.0,30.0,17.0,22.0,3.0,6.0,0.0,12.0,4.0,6.0,0.0,12.0,34,41,32101,34041032101,0.0527868852459016,0.0200033021374133,0.0167213114754098,0.0118038401715063,0.0088524590163934,0.0098362544212445,0.0055737704918032,0.0072132168436189,0.000983606557377,0.0019672247720829,0.0,0.0039344262295081,0.001311475409836,0.0019672338388465,0.0,0.0039344262295081,0.0042622950819672,0.007213174453682,23.036142467900344,42.9128226033667,67.54604522074948,78.67087921701334,121.581267575542,inf,91.18637094957282,inf,102.87669901206512
"Census Tract 323, Warren County, New Jersey",3208.0,21.0,101.0,72.0,0.0,12.0,51.0,56.0,83115.0,10577.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,34,41,32300,34041032300,0.0314837905236907,0.0224448365258799,0.0,0.0037406483790523,0.0,0.0037406483790523,0.0,0.0037406483790523,0.0,0.0037406483790523,0.0,0.0037406483790523,0.0,0.0037406483790523,0.0,0.0037406483790523,0.0158977556109725,0.0174566693109498,43.33746761866005,inf,inf,inf,inf,inf,inf,inf,66.75129048158665
